trace_id,event:start_weekday,event:duration,trace:cycle_time,adaptation_action
94,1,0.0,265.97782645,skip
95,1,0.0,215.0803554833333,no-action
96,1,0.0,1209.61146925,skip
97,1,0.0,220.17011706666668,no-action
98,2,0.0,261.42151251666667,skip
99,2,0.0,245.44684376666663,no-action
100,2,0.0,219.14185901666667,insert
101,1,0.0,222.3449921,no-action
102,1,0.0,240.79897895,no-action
103,1,0.0,229.18987501666663,no-action
104,2,0.0,199.36188361666663,no-action
105,2,0.0,246.1941350833333,no-action
106,2,0.0,266.7216229,skip
107,2,0.0,1189.6925487666667,skip
108,2,0.0,1011.6650996166668,skip
109,2,0.0,1185.73512285,skip
110,2,0.0,264.6199921333333,skip
111,2,0.0,234.78203851666663,no-action
112,0,0.0,1220.4916010666666,skip
113,1,0.0,220.64271446666663,no-action
114,2,0.0,233.48756465,no-action
115,2,0.0,216.02661511666668,no-action
116,2,0.0,196.4524684833333,no-action
117,3,0.0,241.32059276666664,no-action
118,3,0.0,257.35822585,skip
119,3,0.0,216.28278985,no-action
120,2,0.0,209.00738911666667,insert
121,2,0.0,218.07135066666663,no-action
122,3,0.0,240.1352611,no-action
123,3,0.0,1171.04850415,skip
124,1,0.0,1097.7475896,skip
125,3,0.0,1207.0591944166667,skip
126,3,0.0,239.76260421666663,no-action
127,3,30.0,224.09774563333332,no-action
128,3,0.0,1118.0153440166666,skip
129,3,0.0,245.24915496666668,no-action
130,3,0.0,255.36864786666663,skip
131,3,30.0,208.2948344,no-action
132,3,0.0,207.36910383333333,insert
133,3,0.0,218.1807608833333,no-action
134,4,0.0,265.8149323833333,skip
135,1,0.0,234.62604808333333,no-action
136,4,0.0,199.6515758333333,no-action
137,4,0.0,218.07160116666665,no-action
138,3,0.0,236.60617048333333,no-action
139,3,0.0,1180.1373344833332,skip
140,4,0.0,1049.7981659,skip
141,4,0.0,1174.214739966667,skip
142,4,0.0,260.5765836333333,skip
143,4,0.0,212.0660816333333,no-action
144,4,30.0,1080.3094872833333,skip
145,4,0.0,223.08703015,no-action
146,1,0.0,267.7200671666667,skip
147,4,0.0,255.5325818833333,skip
148,4,0.0,197.04847698333333,no-action
149,4,0.0,206.53769846666663,no-action
150,4,0.0,236.57659495,no-action
151,4,0.0,218.46072873333333,no-action
152,0,0.0,223.72819441666667,insert
153,0,0.0,235.17583841666664,no-action
154,0,0.0,266.2404881333333,skip
155,4,0.0,3835.596533433333,skip
156,4,0.0,4208.200029316667,skip
157,1,30.0,3922.963826016666,skip
158,0,0.0,262.8850510333333,skip
159,0,0.0,242.62977365,no-action
160,0,0.0,3993.505599283333,skip
161,0,0.0,225.28649075,no-action
162,0,30.0,259.1536866,skip
163,0,0.0,227.3370241,no-action
164,0,0.0,200.8645589333333,no-action
165,0,0.0,238.14622836666663,no-action
166,0,0.0,257.0083594833333,skip
167,0,0.0,215.68776728333333,no-action
168,1,0.0,208.66917525,insert
169,0,0.0,212.2379236,no-action
170,1,0.0,264.1871641833333,skip
171,1,0.0,1179.4314578833332,skip
172,1,0.0,1308.6500432,skip
173,0,0.0,1068.6069987333333,skip
174,0,0.0,241.10473175,no-action
175,1,0.0,223.81456721666663,no-action
176,1,0.0,1144.1285035333333,skip
177,1,0.0,236.54169141666668,no-action
178,1,0.0,259.469765,skip
179,1,0.0,221.44236865,no-action
180,1,0.0,216.8241341,insert
181,1,0.0,225.4871127,no-action
182,1,0.0,247.34492035,no-action
183,1,0.0,242.3993031333333,no-action
184,1,30.0,204.69431696666663,no-action
185,1,0.0,229.75042513333327,no-action
186,1,0.0,241.54872031666667,no-action
187,2,0.0,1118.4199642333333,skip
188,2,0.0,1189.0155864833334,skip
189,2,0.0,1269.0054577666667,skip
190,2,0.0,262.6645154166667,skip
191,1,0.0,220.36129626666667,no-action
192,1,0.0,1126.0657380166667,skip
193,2,0.0,210.80023855,no-action
194,2,0.0,265.95620565,skip
195,2,0.0,237.34741036666668,no-action
196,2,0.0,199.5314619,no-action
197,2,30.0,218.88827125,no-action
198,2,0.0,239.09859551666668,no-action
199,2,0.0,227.2662585,no-action
